Bird_ID,Species,Origin,Destination
B4304,Crane,"-72.92885537697083, -172.0296605720066","-32.68668955595987, 48.65146030644519"
B4305,Warbler,"85.61162082885556, 25.71163716573028","-2.0473800293906805, -80.79572567679826"
B4306,Hawk,"-13.338564455597949, -91.1961683159838","52.4958005762127, -150.11426267225872"
B4307,Eagle,"-89.60034203816481, 122.83415940894366","67.00000845695362, -24.44949752839966"
B4308,Warbler,"-0.1767899107874484, -128.4281264193197","24.110467875271095, 75.54584356023122"
B4309,Stork,"21.474065474541064, -23.47169433866989","39.88374700037937, -78.5154957349637"
B4310,Warbler,"49.69588454064615, -88.87312670003575","-42.50708322930498, -136.77144633910032"
B4311,Swallow,"79.72958128025496, 68.25658291958928","43.392878960071016, 179.54726776847224"
B4312,Hawk,"74.73071321018332, 17.471127368671745","18.896366338489727, -29.20522850602268"
B4313,Warbler,"79.22444760987634, 104.75557892949456","-49.87423705566775, -102.12667506880643"
B4314,Goose,"-84.2174733132949, -14.89947291948522","81.03365488843195, -120.75986203553624"
B4315,Goose,"38.1193440894842, -178.2689646440176","2.314729694674313, 130.60165676382422"
B4316,Swallow,"-49.34556669497641, -102.52926700578156","53.00316350273616, 115.05739617425291"
B4317,Stork,"-56.24051630298228, 179.6965589499385","4.610298025325704, 40.79541206259057"
B4318,Hawk,"54.057342347865045, -34.0758038485763","77.92860894057102, 16.986783988464765"
B4319,Crane,"-14.916655948881626, 43.28463883904118","-64.5697107651963, 162.51804172380292"
B4320,Swallow,"74.98801364082044, 145.77537890115258","8.30783263870039, -97.82365559121524"
B4321,Stork,"-82.36168365677281, -172.61129442776817","-85.47209962922668, -30.45830545253463"
B4322,Crane,"54.39254930768936, 57.45866270306232","-54.46915334313947, -171.12059934429396"
B4323,Goose,"-65.36980596913278, -76.18428936776277","-39.41522917133207, -29.307683820134173"
B4324,Goose,"-58.2161037183028, -79.47062807312467","-4.930187202477541, -41.68205271695081"
B4325,Crane,"-4.076691205590194, -99.05349483060952","57.63107833633734, 161.81756618043892"
B4326,Swallow,"-18.79381064289609, 116.18251786481756","-6.002189898031375, -51.03632320672307"
B4327,Goose,"-2.488984896839213, -45.73881631926199","11.01369591151095, 120.52413336494772"
B4328,Hawk,"79.20477396558994, -155.83804622624672","76.32978492263587, 95.97371742529714"
B4329,Eagle,"28.33000840144317, -145.13358316206129","46.175843610370976, -126.98206200612486"
B4330,Warbler,"-37.74431126843989, -126.49882943275124","-80.96339012122718, 166.5782002459066"
B4331,Crane,"-58.876431782787904, 143.61393141033307","-58.236733670119776, 47.14767006211648"
B4332,Crane,"-14.391670476431957, -26.12036645735671","-83.1208478163719, 34.75818982728131"
B4333,Goose,"-8.704615091807241, 149.7777622558275","-77.56987305987273, -175.7860401266641"
B4334,Swallow,"18.232993781912924, 114.29261019436478","-29.006135642169436, 71.71588571166981"
B4335,Hawk,"-42.119513362841765, 121.63774365282528","41.01453069592566, -159.9736088045125"
B4336,Swallow,"48.15166447742703, -76.74054799254024","-46.01647930129428, -113.26290773394408"
B4337,Stork,"-72.27715581371132, -82.32681142456714","-19.38847275512323, -144.4964462685918"
B4338,Stork,"10.881605448117796, 21.62461674161807","-19.102560940148507, -43.84586770257238"
B4339,Eagle,"22.23569758394004, -29.54701368361773","16.255179061612907, 106.45614076783257"
B4340,Goose,"-52.770315408273845, 3.261847788124811","70.72542128970676, 74.65735656953501"
B4341,Goose,"58.6820430899318, -160.8464873312282","86.9809110175062, -141.5897484091927"
B4342,Goose,"20.777782537381952, 169.77246885451007","18.829973579018656, 107.44602940219715"
B4343,Eagle,"26.22999863663512, -159.05922917755566","0.9126863709553136, -14.095029417623664"
B4344,Stork,"-0.4061689625810629, -115.62073284172055","32.73762330597583, -168.25291996030268"
B4345,Swallow,"73.72695909174092, 64.1521889406929","30.24562453596404, -99.42247430523386"
B4346,Eagle,"34.9069646677724, -124.01944137771008","4.310255281657732, 102.66679006840832"
B4347,Eagle,"-21.269598318762743, -141.52682602519596","42.65213378714927, 83.98790601232395"
B4348,Swallow,"-47.05094019886448, -124.69666270646805","-1.571147462716823, -112.1935956674786"
B4349,Goose,"-77.20889853177229, -157.70871244209272","89.36251672536832, -166.32033664401922"
B4350,Hawk,"-60.23504930753528, -89.52525350699604","-81.18048537955693, -73.72730016507899"
B4351,Swallow,"88.68293137505876, -82.39706243466675","-10.22118808186464, 106.1736829906203"
B4352,Stork,"-16.781958721504765, -0.4960484826041806","-18.535618096995208, 157.82057352856162"
B4353,Crane,"71.76370090993319, -22.059893806280968","48.65471225043697, 26.23882857428009"
B4354,Crane,"-59.2975157606524, -9.463170546415768","-55.65143584666525, -147.2026122109848"
B4355,Warbler,"-13.435043158647062, 41.77422151520494","-11.866410358609317, 0.7510158651994061"
B4356,Warbler,"82.89332406602077, -96.85388475016424","35.630016597901914, 179.5648939881313"
B4357,Eagle,"-73.59619474452602, -131.50651280691773","18.574535937026013, 157.92084449682983"
B4358,Crane,"16.917171086250505, 136.3961803123957","8.1219296657913, 177.55596140455992"
B4359,Hawk,"75.45094212533436, 48.21888224482245","-11.708076166951088, 71.78929585855664"
B4360,Goose,"80.94300713176511, -158.16121418347214","45.36158404391264, -26.608116747081567"
B4361,Stork,"62.28134588011963, 165.97859396429527","26.356523023848798, 141.5266416339972"
B4362,Warbler,"64.06819782482691, 69.5046608166272","67.44798456228247, 142.26496669609014"
B4363,Hawk,"27.3929317411438, -125.38632884867582","41.93979956097186, -128.0286601070073"
B4364,Stork,"-50.323840542901344, 168.88839540350426","-64.7266383990455, 99.13890845218572"
B4365,Stork,"41.52213800728555, -48.45335643013209","21.51684751763176, 150.9514270031773"
B4366,Goose,"86.10920360257018, 174.42362875131727","-81.98308201910936, 143.4670836763653"
B4367,Eagle,"4.668032641105938, -142.82077341841614","-20.27324478728029, 74.46010227304899"
B4368,Crane,"-43.07447536615779, -122.41108186722154","-15.851212790080297, 13.44900074201874"
B4369,Goose,"13.2247921976996, 56.6710383149439","63.87892261808432, 99.6297351556086"
B4370,Hawk,"34.309864123310945, -172.02835254021363","-57.53309278011216, 5.816102901737992"
B4371,Eagle,"-52.50954430360564, -173.27172916143516","25.837470886191383, -64.35573501006"
B4372,Hawk,"39.454082569696055, 105.11381960096412","-55.37033593458508, -86.78214226324765"
B4373,Eagle,"15.737914599190546, -119.59908057366468","80.76062721560297, 14.636600878076765"
B4374,Warbler,"20.2229836466494, 150.76439733153865","5.309447876678419, -15.85624301496918"
B4375,Hawk,"-34.92217264682986, -26.677381618306185","37.47847766912608, 8.818296492179769"
B4376,Goose,"-62.051974179983794, 134.51484754773924","26.378170285861277, -86.14911292659754"
B4377,Eagle,"22.22098115501825, -29.605109728849754","-35.34506568541996, 32.60992373159888"
B4378,Eagle,"15.521938047462925, 10.882801789970417","72.21559687616283, 58.34679111224111"
B4379,Stork,"-29.15780621151512, -66.05490179649141","22.904760368819357, 110.46560172569036"
B4380,Stork,"-36.739139841740304, 56.90751039213666","1.8572434915574971, 32.39547215865596"
B4381,Swallow,"-27.495996900788867, -65.4475802604962","5.104924820922363, 92.185488852123"
B4382,Hawk,"-1.8209990702123664, -99.65876477398228","70.32429434559677, -119.0212826519761"
B4383,Stork,"85.46755232000902, -150.82296769342773","-79.35849488983138, -136.41742988549404"
B4384,Swallow,"47.441631964717146, -159.2390347819752","-19.96882342360432, -115.3292074548118"
B4385,Warbler,"63.3131530497879, -69.84923284717598","61.49295500742232, 124.65544385435096"
B4386,Warbler,"1.0169224026356003, 85.13040428973198","-83.24725555337474, 20.21395893740069"
B4387,Stork,"4.702250120179855, -105.97677611629814","25.052619477984408, -16.086516649319236"
B4388,Hawk,"-53.22156094133502, -72.27811794978123","-17.41244703482394, 94.37739256084431"
B4389,Eagle,"39.788250534194106, 145.8617106679646","-53.17497530963459, -135.33195041021906"
B4390,Crane,"-14.114878957685493, 50.09669849207543","20.052876106261053, -177.76513305724274"
B4391,Hawk,"43.640434587188025, 151.10006019191155","59.59098053918456, -68.05266844555021"
B4392,Goose,"-16.37003136372742, 148.0413722413083","-5.878880217672744, -90.39803974196708"
B4393,Warbler,"-70.46690630149654, -157.17215430515162","-63.5872699042173, -69.36090128344631"
B4394,Stork,"-58.85033619854097, 163.80335697421134","-34.89278043204671, 170.48496496554156"
B4395,Stork,"56.082614053443, -161.57593473794796","86.64358500882307, 24.388467406593776"
B4396,Eagle,"-43.44903187939214, 153.22281038945528","-70.00346038970565, 32.08028567880294"
B4397,Goose,"-42.41620393792752, 16.82403719641772","-61.07129636658344, 56.0409436066536"
B4398,Eagle,"77.28625620041964, 11.948249835860937","88.2320126237768, -36.818832420278056"
B4399,Goose,"28.374412116032914, 76.77506254313482","68.7782562638252, 172.43132991112935"
B4400,Crane,"-69.42464030081587, 136.5160574742228","37.28317405243448, 170.3741116845033"
B4401,Warbler,"-64.15465137625183, 42.12164003805248","-62.823014377013855, 96.92831260986571"
B4402,Stork,"-40.97386211034971, -26.856052638724265","-46.701153026709534, -103.79081953290608"
B4403,Stork,"16.9192238087939, -139.71983652548155","-57.56720326824547, 136.87085852249942"
B4404,Crane,"45.508584583021104, 104.11535012215631","23.57187390190724, -143.66884191539347"
B4405,Swallow,"-40.590640178424536, -133.81434271051015","-18.203600206730822, 46.76213718714988"
B4406,Warbler,"66.7155667346936, 81.49171003172745","-81.39975548488314, -15.40254903809938"
B4407,Eagle,"-70.34756780085326, 10.052980481529346","-37.56738550922927, -165.88235769827958"
B4408,Crane,"-52.63214975222768, -41.099067087095335","64.91758069163723, 145.40652368452072"
B4409,Eagle,"84.68368580571794, 40.67509905121236","53.28762001463952, 165.99342402779786"
B4410,Hawk,"-65.74592454234161, 98.0481909868355","25.742124714458555, 146.66203265962866"
B4411,Stork,"69.86003539028596, 158.81026264222356","-74.60216744505489, -110.71195259178232"
B4412,Eagle,"36.70831357273717, -84.70912217839204","68.90234744511878, -60.12651554161485"
B4413,Goose,"-76.84432368449279, 160.96685767621136","6.2132055746858725, 164.06385980946072"
B4414,Eagle,"-2.9327707980100968, 165.94129655560516","-0.9763181945915278, -141.68738012864884"
B4415,Hawk,"3.4162835660651467, 112.90698521268484","78.1314438568003, 29.989707667702703"
B4416,Warbler,"77.78513365485077, 137.31738297924568","-88.40807515348612, -5.211905179211243"
B4417,Stork,"-14.201173246109631, 69.2739049381818","10.061497230259164, -125.31649305486287"
B4418,Crane,"-9.582549216430335, -165.9250008247375","52.42399041396712, 139.1678974006078"
B4419,Hawk,"-69.7529241384519, 27.028276093941145","-78.53571456200746, -131.70440529014667"
B4420,Stork,"25.05106141877924, 88.99364266587793","-25.70902786532353, 33.37450589504223"
B4421,Eagle,"-52.03854433996261, 159.01312849428064","85.94733321354724, -65.45488235650532"
B4422,Warbler,"-76.04401351973277, 25.36266492679451","-51.87851070180342, -29.52678953629928"
B4423,Swallow,"89.44542001274291, 105.912244172658","5.61229801307195, -103.91053887754202"
B4424,Warbler,"-41.466666966695065, 73.81393831601784","44.29242468621993, 44.880863543572616"
B4425,Swallow,"-64.6104302768153, -78.91096012287053","-19.732706548751597, 175.9238945732372"
B4426,Goose,"35.90826742749174, -124.29789294551092","-16.582815601607507, 120.0755151627273"
B4427,Warbler,"57.90278806594233, 90.32591832404415","-78.61169662141151, 65.95410836757569"
B4428,Stork,"-78.4660512372576, -95.84338997537732","-55.783197284282906, 92.29726103011268"
B4429,Swallow,"-71.02920465543833, -91.91104033314927","68.50966059280586, 122.143204171631"
B4430,Crane,"-73.76871175523175, 51.820645932233134","57.29717527501518, -9.883045777767222"
B4431,Stork,"-81.54732540194799, 104.06464705063024","-35.165065992647705, 24.135914079417205"
B4432,Crane,"28.70216615417108, 29.639553430045027","-21.291966183434013, 142.37379191481108"
B4433,Warbler,"15.896374153085532, 138.59393539646567","-10.726123748031725, 70.54104027616484"
B4434,Crane,"29.30519818078794, -103.8804230697572","-27.73014691063149, -131.0316460603741"
B4435,Swallow,"1.0200893893525915, -89.13080536533376","27.70410675247666, 100.6328737901581"
B4436,Stork,"57.15138337300468, 49.30398149668002","-87.6908824431069, -171.82572592072782"
B4437,Eagle,"8.400294449743583, 118.5725464625869","68.43025006586987, 125.10971758513796"
B4438,Hawk,"75.37444826393249, 14.166648604164068","-35.88316316052853, 103.78775602237556"
B4439,Swallow,"-2.583264149281206, -176.26263361108337","67.02722312874107, 119.06855478211855"
B4440,Swallow,"52.31855901808777, 63.69952651449879","-8.2105528278083, -171.5066834292125"
B4441,Eagle,"-16.675136336945855, 112.88967588645652","49.73957850722019, 170.08158028404222"
B4442,Stork,"-11.65969894024029, -80.44429395744933","58.64037100409632, 41.08752998393811"
B4443,Stork,"62.81856814282503, -160.48863760238373","-35.76801174637808, 108.01742154613316"
B4444,Warbler,"-70.62122963562061, 6.462712118717349","25.25846564104249, 23.961277213574675"
B4445,Crane,"11.685195896977447, -164.82412067365678","19.33451567593052, -57.69024617708181"
B4446,Warbler,"40.74056420018141, -30.23397219051205","-4.317461654964376, -73.38658774552884"
B4447,Eagle,"45.07571077506967, -173.58557599069366","-5.477638158491203, -154.8237752943227"
B4448,Warbler,"16.468834890595573, -99.01197975314284","-35.06341133921142, 15.305379577277163"
B4449,Eagle,"-9.348392851287514, -40.02391732071243","-34.165707910566844, -128.3079041245229"
B4450,Stork,"-43.05916010398361, -139.78587969170718","8.66728948896629, 24.30625845941464"
B4451,Crane,"73.696722363742, -138.90387456407404","-84.19128876191739, 44.9698399017332"
B4452,Warbler,"-23.43816944616144, 117.74222651722532","78.05958875545, -20.85094873120417"
B4453,Swallow,"53.81857593600225, -165.08740796733616","26.996278134560683, -123.72305748685898"
B4454,Goose,"-84.30018966672547, 68.02784952251247","-10.180162830621455, -24.22534438819008"
B4455,Hawk,"-48.20954135641036, 113.21353776576656","-78.87491961589936, 136.32191072890532"
B4456,Swallow,"-27.794737280857937, -132.93995251117","23.40225182215258, -15.102794624268512"
B4457,Stork,"30.88333139583675, -109.66653557514984","-86.8063207060503, -56.61739506825843"
B4458,Hawk,"-32.520454710859624, 50.937588574210565","32.376095116563135, 46.71502498018285"
B4459,Goose,"-82.55451585252472, -66.36721941244119","-76.9455994456832, 42.7904156916419"
B4460,Goose,"-58.70384711027711, -8.487694355435906","28.09839415676639, -147.3780606804416"
B4461,Crane,"-43.35023657352132, 120.9609749807035","-16.94020205691926, -94.86339536988224"
B4462,Hawk,"-58.31145361155257, -130.32605830165565","29.273129072963428, -2.0143089675527506"
B4463,Crane,"-53.32957917459599, 43.07490788569416","-65.07048139680492, -48.12081379504173"
B4464,Swallow,"48.4122493212038, 159.26318002108803","-68.87107634260305, -64.81551183827796"
B4465,Eagle,"-15.833944088917178, -159.3120133126186","-45.463672618222255, -19.54306570614193"
B4466,Eagle,"-17.067735959773458, -158.39756460548597","-15.927962719814758, -75.48692708718066"
B4467,Eagle,"83.98914059870751, 19.70725414234937","-44.45442866160549, -54.91018650337952"
B4468,Hawk,"-9.593669170043952, 165.6272865939585","-75.23723081224976, 98.50672548004223"
B4469,Eagle,"76.97846385583108, -100.62948874795605","-31.494942304801057, 3.683156429148738"
B4470,Swallow,"-36.16864232099754, -60.91489090216781","37.036962023358186, 134.2281219776388"
B4471,Crane,"-17.887273217248847, -144.48672916276547","14.955498753086983, 161.48169256231762"
B4472,Hawk,"-18.66899590785681, -49.59099704273408","83.39841990351849, 151.94782840425972"
B4473,Crane,"8.294189816635992, -164.04030719277122","-11.534101021701249, -88.66400664719987"
B4474,Hawk,"15.164512353711402, -39.92616081189246","-30.09557607516387, -9.761065265934349"
